"StartTime","EndTime","LowFreq","HighFreq","StartFile","EndFile","label","Type","SignalCode","Comments"
500.8114373,510.0073423,127.505,471.767,"AU-BSPM05-151130-151000.wav","AU-BSPM05-151130-151000.wav","y","i_neg","HB.s.p.4","#s"
514.1530372,523.9519525,114.754,459.016,"AU-BSPM05-151130-151000.wav","AU-BSPM05-151130-151000.wav","y","i_neg","HB.s.p.4",""
533.9769965,538.1603795,114.754,448.087,"AU-BSPM05-151130-151000.wav","AU-BSPM05-151130-151000.wav","y","i_neg","HB.s.p.10",""
23.7511118210004,33.3238982390003,193.078,497.268,"AU-BSPM04-160130-210000.wav","AU-BSPM04-160130-210000.wav","y","i_neg","HB.s.p.2","#s"
38.7509897509999,47.4946371870001,216.758,493.625,"AU-BSPM04-160130-210000.wav","AU-BSPM04-160130-210000.wav","y","i_neg","HB.s.p.2","#s"
502.514989805,515.328955876,94.718,484.517,"AU-BSPM04-160130-210000.wav","AU-BSPM04-160130-210000.wav","y","i_neg","HB.s.p.2","#s"
516.949545702,530.856467702,60.109,480.874,"AU-BSPM04-160130-210000.wav","AU-BSPM04-160130-210000.wav","y","i_neg","HB.s.p.2","#s"
532.326304987,545.253335464,49.18,469.945,"AU-BSPM04-160130-210000.wav","AU-BSPM04-160130-210000.wav","y","i_neg","HB.s.p.2","#s"
546.791450846,559.040094884,58.288,422.587,"AU-BSPM04-160130-210000.wav","AU-BSPM04-160130-210000.wav","y","i_neg","HB.s.p.2","#s"
149.540156,160.394339,134.791,393.443,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
164.276217,176.487173,107.468,391.621,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
178.258515,189.904149,131.148,391.621,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
193.032264,204.406983,132.969,382.514,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
207.007464,219.331485,131.148,406.193,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
221.969654,234.59518,140.255,398.907,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
237.384102,248.765919,123.862,380.692,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
266.886814,279.625403,111.111,398.907,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
282.150508,293.83383,140.255,380.692,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
296.698129,308.645268,154.827,393.443,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
311.125586,323.487295,125.683,402.55,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
325.861647,337.544969,112.933,389.8,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
340.56002,352.959417,107.468,389.8,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
355.371458,367.424563,125.683,440.801,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
369.045153,381.859119,94.718,426.23,"AU-BSPM04-160220-114000.wav","AU-BSPM04-160220-114000.wav","y","i_neg","HB.s.p.2","#s"
55.6582780000008,63.1205289999998,140.255,442.623,"AU-AWBS01-151201-120000.wav","AU-AWBS01-151201-120000.wav","y","i_neg","HB.s.p.15","#s"
67.7938580000009,80.0048129999996,132.969,637.523,"AU-AWBS01-151201-120000.wav","AU-AWBS01-151201-120000.wav","y","i_neg","HB.s.p.15","#s"
