"StartTime","EndTime","LowFreq","HighFreq","StartFile","EndFile","label","Type","SignalCode","Comments"
1892.050242839,1900.15324441,89,352,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
1902.60298907,1914.814023995,125.7,410.1,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
1915.492414824,1924.537625879,89,421.7,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
1926.761240264,1936.710972425,71.6,419.7,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
1939.311470603,1949.329131847,104.4,406.2,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
1951.288927575,1959.693436181,106.4,450.7,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
1963.914534673,1973.675824937,94.8,491.3,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
1975.710997425,1985.660729585,83.2,491.3,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
1988.562734799,1998.399401822,108.3,522.2,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
2000.728633668,2010.866807726,137.3,466.2,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
2134.507485176,2145.587868719,102.5,524.2,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
2147.020027136,2157.497396608,110.3,539.7,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
2159.48743304,2169.286411683,87,466.2,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
2183.683372613,2193.89692343,90.9,485.5,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
2196.648175126,2203.88434397,67.7,508.7,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
2222.683397613,2231.200971357,71.6,531.9,"UK-XPKO01-160206-225345.wav","UK-XPKO01-160206-225345.wav","y","i_neg","HB.s.p.4","#s"
90.1808692210002,100.24366652,94.8,491.3,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
102.278839008,112.643143342,116.1,487.4,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
113.811483103,123.685838505,83.2,541.6,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
125.298991143,135.324100063,106.4,533.8,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
137.585402827,147.648200126,63.8,514.5,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
149.87181451,159.218532601,96.7,531.9,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
160.726067776,170.148162626,89,545.5,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
173.313986495,183.934661809,87,564.8,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
186.34671809,195.504994284,87,495.2,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
197.766297048,207.301457035,119.9,541.6,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4","#s"
366.135633166,373.597932286,301.7,779.5,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4",""
374.502453392,384.301432035,346.2,860.7,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4",""
388.070269975,396.060206407,282.4,721.5,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4",""
399.369336118,409.356756658,141.2,773.7,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4",""
411.165798869,421.228596168,139.3,781.4,"UK-XPKO01-160206-233115.wav","UK-XPKO01-160206-233115.wav","y","i_neg","HB.s.p.4",""
