"StartTime","EndTime","LowFreq","HighFreq","StartFile","EndFile","label","Type","SignalCode"
553.43,554.574,1691.4,2160.1,"AU-ALCC02-170920-121000.wav","AU-ALCC02-170920-121000.wav","test","test","test"
559.138,561.281,970.9,1550.3,"AU-ALCC02-170920-121000.wav","AU-ALCC02-170920-121000.wav","y","i_neg","BN"
591.022,593.534,1087.3,1576.7,"AU-ALCC02-170920-121000.wav","AU-ALCC02-170920-121000.wav","y","i_neg","BN"
46.685,48.606,936.5,1291,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
49.899,51.599,925.9,1336,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
65.291,66.399,1071.4,1370.4,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
78.628,79.589,1074.1,1375.7,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
141.975,143.379,1256.6,1568.8,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
144.081,145.374,1222.2,1568.8,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
167.158,168.673,1193.1,1531.7,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
170.224,173.66,989.4,1571.4,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
187.699,189.14,1240.7,1420.6,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
260.357,262.204,994.7,1558.2,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
284.616,287.091,981.5,1518.5,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
311.586,313.249,947.1,1484.1,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
313.84,317.054,981.5,1558.2,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
415.995,417.325,1023.8,1357.1,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
437.128,439.382,925.9,1431.2,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
441.377,442.448,939.2,1351.9,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
458.335,459.998,878.3,1357.1,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
461.586,462.547,920.6,1351.9,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
480.303,483.037,957.7,1521.2,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
510.525,512.853,1113.8,1486.8,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
556.101,558.244,1254,1478.8,"AU-ALCC02-170920-122000.wav","AU-ALCC02-170920-122000.wav","y","i_neg","BN"
20.039,22.477,1089.9,1486.8,"AU-ALCC02-170920-123000.wav","AU-ALCC02-170920-123000.wav","y","i_neg","BN"
53.498,55.752,1097.9,1484.1,"AU-ALCC02-170920-123000.wav","AU-ALCC02-170920-123000.wav","y","i_neg","BN"
180.429,181.5,796.3,1500,"AU-ALCC02-170920-123000.wav","AU-ALCC02-170920-123000.wav","y","i_neg","BN"
